artist	title
dEUS	Secret Hell
Fort Minor [Featuring Holly Brook And Jonah Matranga]	Where'd You Go (Featuring Holly Brook & Jonah Matranga) (Album Version)
Beyoncé feat. Jay-Z	Crazy In Love
Simple Minds	New Warm Skin (Demo)
Starflyer 59	When You Feel The Mess
Wolfmother	Colossal
Ratatat	Tropicana
The Wallflowers	One Headlight
Audioslave	Your Time Has Come
Tankcsapda	Hiányzol
Girl Talk	Once again
Disturbed	Pain Redefined (Album Version)
Hieroglyphics	You Never Knew
Beyoncé	Green Light
Nada Surf	In The Mirror
Audioslave	Out Of Exile
Josh Groban	My Confession (Album Version)
Damien Rice	Coconut Skins
Josh Ritter	Folk Bloodbath
Elbow	Buttons and Zips
The String Cheese Incident	Swampy Waters
Rock Kills Kid	Back To Life (Album Version)
Uncle Kracker	Heaven [feat. Kid Rock & Paradime]  (Amended LP Version)
Girl Talk	Hold up
Kreator	Servant in heaven - King in hell
The Budos Band	Monkey See_ Monkey Do
Janelle Monae	Smile (EP Version)
Lisa Loeb & Nine Stories	Stay
Two Door Cinema Club	Do You Want It All ?
Two Door Cinema Club	Something Good Can Work
Two Door Cinema Club	Eat That Up_ It's Good For You
Two Door Cinema Club	Come Back Home
Arch Enemy	The Day You Died
Glen Hansard & Marketa Irglova	Sleeping? (Album version)
Miike Snow	Cult Logic
Il Divo	Regresa A Mi (Unbreak My Heart)
Stone Temple Pilots	Plush (LP Version)
Devendra Banhart	Carmensita
Alejandro Sanz	¿Lo Ves? [Piano Y Voz]
Andres Calamaro	Flaca
Kelly Price	As We Lay
Nine Inch Nails	Wish
Rihanna	Fire Bomb
Phil Collins	You'll Be In My Heart
James Horner	Climbing up "Iknimaya - The Path To Heaven" (Album Version)
Van Halen	Why Can't This Be Love (Remastered Version)
Britney Spears featuring Ying Yang Twins	(I Got That) Boom Boom
Malú	Me Quedó Grande Tu Amor
